"x","y","s","event","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection","framesaftersnap","jaccardradius"
66.57,24.16,4.2,"None","Uchenna Nwosu",42,"DE","home",23,2020110808,2859,"left",12,5.2
66.15,24.26,4.31,"None","Uchenna Nwosu",42,"DE","home",24,2020110808,2859,"left",13,5.31
65.73,24.34,4.31,"None","Uchenna Nwosu",42,"DE","home",25,2020110808,2859,"left",14,5.31
65.32,24.41,4.11,"None","Uchenna Nwosu",42,"DE","home",26,2020110808,2859,"left",15,5.11
64.94,24.47,3.82,"None","Uchenna Nwosu",42,"DE","home",27,2020110808,2859,"left",16,4.82
64.59,24.51,3.4,"None","Uchenna Nwosu",42,"DE","home",28,2020110808,2859,"left",17,4.4
64.29,24.52,2.91,"None","Uchenna Nwosu",42,"DE","home",29,2020110808,2859,"left",18,3.91
64.06,24.5,2.29,"None","Uchenna Nwosu",42,"DE","home",30,2020110808,2859,"left",19,3.29
63.86,24.47,1.84,"None","Uchenna Nwosu",42,"DE","home",31,2020110808,2859,"left",20,2.84
63.71,24.41,1.47,"None","Uchenna Nwosu",42,"DE","home",32,2020110808,2859,"left",21,2.47
63.61,24.32,1.21,"None","Uchenna Nwosu",42,"DE","home",33,2020110808,2859,"left",22,2.21
63.56,24.22,1.09,"punt","Uchenna Nwosu",42,"DE","home",34,2020110808,2859,"left",23,2.09
63.53,24.12,1.1,"None","Uchenna Nwosu",42,"DE","home",35,2020110808,2859,"left",24,2.1
63.53,24.01,1.11,"None","Uchenna Nwosu",42,"DE","home",36,2020110808,2859,"left",25,2.11
70.17,26.51,0,"ball_snap","Kyzir White",44,"OLB","home",11,2020110808,2859,"left",0,1
70.16,26.51,0,"None","Kyzir White",44,"OLB","home",12,2020110808,2859,"left",1,1
70.16,26.52,0,"None","Kyzir White",44,"OLB","home",13,2020110808,2859,"left",2,1
70.16,26.52,0,"None","Kyzir White",44,"OLB","home",14,2020110808,2859,"left",3,1
70.15,26.52,0.02,"None","Kyzir White",44,"OLB","home",15,2020110808,2859,"left",4,1.02
70.14,26.52,0.13,"None","Kyzir White",44,"OLB","home",16,2020110808,2859,"left",5,1.13
70.11,26.52,0.35,"None","Kyzir White",44,"OLB","home",17,2020110808,2859,"left",6,1.35
70.06,26.53,0.66,"None","Kyzir White",44,"OLB","home",18,2020110808,2859,"left",7,1.66
69.97,26.55,1,"None","Kyzir White",44,"OLB","home",19,2020110808,2859,"left",8,2
69.85,26.59,1.31,"None","Kyzir White",44,"OLB","home",20,2020110808,2859,"left",9,2.31
69.7,26.64,1.6,"None","Kyzir White",44,"OLB","home",21,2020110808,2859,"left",10,2.6
69.54,26.69,1.8,"None","Kyzir White",44,"OLB","home",22,2020110808,2859,"left",11,2.8
69.37,26.75,1.95,"None","Kyzir White",44,"OLB","home",23,2020110808,2859,"left",12,2.95
69.18,26.82,2.09,"None","Kyzir White",44,"OLB","home",24,2020110808,2859,"left",13,3.09
68.98,26.91,2.22,"None","Kyzir White",44,"OLB","home",25,2020110808,2859,"left",14,3.22
68.78,27.01,2.26,"None","Kyzir White",44,"OLB","home",26,2020110808,2859,"left",15,3.26
68.58,27.1,2.22,"None","Kyzir White",44,"OLB","home",27,2020110808,2859,"left",16,3.22
68.38,27.2,2.17,"None","Kyzir White",44,"OLB","home",28,2020110808,2859,"left",17,3.17
68.19,27.29,2.1,"None","Kyzir White",44,"OLB","home",29,2020110808,2859,"left",18,3.1
68.01,27.38,2.02,"None","Kyzir White",44,"OLB","home",30,2020110808,2859,"left",19,3.02
67.83,27.45,1.88,"None","Kyzir White",44,"OLB","home",31,2020110808,2859,"left",20,2.88
67.67,27.52,1.72,"None","Kyzir White",44,"OLB","home",32,2020110808,2859,"left",21,2.72
67.52,27.58,1.55,"None","Kyzir White",44,"OLB","home",33,2020110808,2859,"left",22,2.55
67.38,27.63,1.37,"punt","Kyzir White",44,"OLB","home",34,2020110808,2859,"left",23,2.37
67.26,27.67,1.15,"None","Kyzir White",44,"OLB","home",35,2020110808,2859,"left",24,2.15
67.16,27.7,0.99,"None","Kyzir White",44,"OLB","home",36,2020110808,2859,"left",25,1.99
67.92,28.01,0,"ball_snap","Trent Sieg",47,"LS","away",11,2020110808,2859,"left",0,1
67.91,28.01,0.06,"None","Trent Sieg",47,"LS","away",12,2020110808,2859,"left",1,1.06
67.89,28.01,0.28,"None","Trent Sieg",47,"LS","away",13,2020110808,2859,"left",2,1.28
67.84,28.01,0.55,"None","Trent Sieg",47,"LS","away",14,2020110808,2859,"left",3,1.55
67.74,28.01,0.94,"None","Trent Sieg",47,"LS","away",15,2020110808,2859,"left",4,1.94
67.62,28.01,1.29,"None","Trent Sieg",47,"LS","away",16,2020110808,2859,"left",5,2.29
67.46,28,1.6,"None","Trent Sieg",47,"LS","away",17,2020110808,2859,"left",6,2.6
67.27,27.97,1.87,"None","Trent Sieg",47,"LS","away",18,2020110808,2859,"left",7,2.87
67.06,27.95,2.05,"None","Trent Sieg",47,"LS","away",19,2020110808,2859,"left",8,3.05
66.85,27.92,2.14,"None","Trent Sieg",47,"LS","away",20,2020110808,2859,"left",9,3.14
66.63,27.88,2.19,"None","Trent Sieg",47,"LS","away",21,2020110808,2859,"left",10,3.19
66.39,27.83,2.28,"None","Trent Sieg",47,"LS","away",22,2020110808,2859,"left",11,3.28
66.16,27.78,2.3,"None","Trent Sieg",47,"LS","away",23,2020110808,2859,"left",12,3.3
65.93,27.72,2.35,"None","Trent Sieg",47,"LS","away",24,2020110808,2859,"left",13,3.35
65.69,27.66,2.36,"None","Trent Sieg",47,"LS","away",25,2020110808,2859,"left",14,3.36
65.45,27.6,2.4,"None","Trent Sieg",47,"LS","away",26,2020110808,2859,"left",15,3.4
65.21,27.54,2.4,"None","Trent Sieg",47,"LS","away",27,2020110808,2859,"left",16,3.4
64.98,27.49,2.35,"None","Trent Sieg",47,"LS","away",28,2020110808,2859,"left",17,3.35
64.76,27.44,2.26,"None","Trent Sieg",47,"LS","away",29,2020110808,2859,"left",18,3.26
64.57,27.39,1.96,"None","Trent Sieg",47,"LS","away",30,2020110808,2859,"left",19,2.96
64.4,27.36,1.64,"None","Trent Sieg",47,"LS","away",31,2020110808,2859,"left",20,2.64
64.26,27.33,1.31,"None","Trent Sieg",47,"LS","away",32,2020110808,2859,"left",21,2.31
64.17,27.29,0.89,"None","Trent Sieg",47,"LS","away",33,2020110808,2859,"left",22,1.89
64.13,27.24,0.58,"punt","Trent Sieg",47,"LS","away",34,2020110808,2859,"left",23,1.58
64.14,27.18,0.61,"None","Trent Sieg",47,"LS","away",35,2020110808,2859,"left",24,1.61
64.19,27.11,0.92,"None","Trent Sieg",47,"LS","away",36,2020110808,2859,"left",25,1.92
70.14,46.58,0,"ball_snap","Quenton Meeks",29,"CB","home",11,2020110808,2859,"left",0,1
70.14,46.58,0,"None","Quenton Meeks",29,"CB","home",12,2020110808,2859,"left",1,1
70.14,46.58,0,"None","Quenton Meeks",29,"CB","home",13,2020110808,2859,"left",2,1
70.14,46.58,0,"None","Quenton Meeks",29,"CB","home",14,2020110808,2859,"left",3,1
70.14,46.58,0,"None","Quenton Meeks",29,"CB","home",15,2020110808,2859,"left",4,1
70.14,46.58,0.04,"None","Quenton Meeks",29,"CB","home",16,2020110808,2859,"left",5,1.04
70.15,46.57,0.11,"None","Quenton Meeks",29,"CB","home",17,2020110808,2859,"left",6,1.11
70.17,46.57,0.26,"None","Quenton Meeks",29,"CB","home",18,2020110808,2859,"left",7,1.26
70.22,46.59,0.47,"None","Quenton Meeks",29,"CB","home",19,2020110808,2859,"left",8,1.47
70.31,46.63,0.85,"None","Quenton Meeks",29,"CB","home",20,2020110808,2859,"left",9,1.85
70.41,46.68,1.17,"None","Quenton Meeks",29,"CB","home",21,2020110808,2859,"left",10,2.17
70.55,46.75,1.52,"None","Quenton Meeks",29,"CB","home",22,2020110808,2859,"left",11,2.52
70.73,46.86,2,"None","Quenton Meeks",29,"CB","home",23,2020110808,2859,"left",12,3
70.94,47.01,2.52,"None","Quenton Meeks",29,"CB","home",24,2020110808,2859,"left",13,3.52
71.2,47.17,3.05,"None","Quenton Meeks",29,"CB","home",25,2020110808,2859,"left",14,4.05
71.51,47.36,3.6,"None","Quenton Meeks",29,"CB","home",26,2020110808,2859,"left",15,4.6
71.86,47.57,4.15,"None","Quenton Meeks",29,"CB","home",27,2020110808,2859,"left",16,5.15
72.25,47.8,4.64,"None","Quenton Meeks",29,"CB","home",28,2020110808,2859,"left",17,5.64
72.67,48.05,5.14,"None","Quenton Meeks",29,"CB","home",29,2020110808,2859,"left",18,6.14
73.14,48.32,5.6,"None","Quenton Meeks",29,"CB","home",30,2020110808,2859,"left",19,6.6
73.66,48.59,6.05,"None","Quenton Meeks",29,"CB","home",31,2020110808,2859,"left",20,7.05
74.24,48.86,6.54,"None","Quenton Meeks",29,"CB","home",32,2020110808,2859,"left",21,7.54
74.86,49.13,6.84,"None","Quenton Meeks",29,"CB","home",33,2020110808,2859,"left",22,7.84
75.51,49.4,7.16,"punt","Quenton Meeks",29,"CB","home",34,2020110808,2859,"left",23,8.16
76.2,49.66,7.49,"None","Quenton Meeks",29,"CB","home",35,2020110808,2859,"left",24,8.49
76.92,49.91,7.71,"None","Quenton Meeks",29,"CB","home",36,2020110808,2859,"left",25,8.71
69.52,30.6,0,"ball_snap","Jerry Tillery",99,"DT","home",11,2020110808,2859,"left",0,1
69.52,30.59,0,"None","Jerry Tillery",99,"DT","home",12,2020110808,2859,"left",1,1
69.51,30.59,0,"None","Jerry Tillery",99,"DT","home",13,2020110808,2859,"left",2,1
69.51,30.58,0.02,"None","Jerry Tillery",99,"DT","home",14,2020110808,2859,"left",3,1.02
69.5,30.58,0.17,"None","Jerry Tillery",99,"DT","home",15,2020110808,2859,"left",4,1.17
69.46,30.55,0.47,"None","Jerry Tillery",99,"DT","home",16,2020110808,2859,"left",5,1.47
69.4,30.51,0.85,"None","Jerry Tillery",99,"DT","home",17,2020110808,2859,"left",6,1.85
69.29,30.44,1.31,"None","Jerry Tillery",99,"DT","home",18,2020110808,2859,"left",7,2.31
69.15,30.35,1.69,"None","Jerry Tillery",99,"DT","home",19,2020110808,2859,"left",8,2.69
68.97,30.26,2.03,"None","Jerry Tillery",99,"DT","home",20,2020110808,2859,"left",9,3.03
68.76,30.15,2.3,"None","Jerry Tillery",99,"DT","home",21,2020110808,2859,"left",10,3.3
68.53,30.03,2.55,"None","Jerry Tillery",99,"DT","home",22,2020110808,2859,"left",11,3.55
68.26,29.92,2.8,"None","Jerry Tillery",99,"DT","home",23,2020110808,2859,"left",12,3.8
67.98,29.82,2.92,"None","Jerry Tillery",99,"DT","home",24,2020110808,2859,"left",13,3.92
67.67,29.73,3.07,"None","Jerry Tillery",99,"DT","home",25,2020110808,2859,"left",14,4.07
67.37,29.65,3.1,"None","Jerry Tillery",99,"DT","home",26,2020110808,2859,"left",15,4.1
67.07,29.58,3,"None","Jerry Tillery",99,"DT","home",27,2020110808,2859,"left",16,4
66.8,29.53,2.83,"None","Jerry Tillery",99,"DT","home",28,2020110808,2859,"left",17,3.83
66.53,29.47,2.66,"None","Jerry Tillery",99,"DT","home",29,2020110808,2859,"left",18,3.66
66.29,29.43,2.42,"None","Jerry Tillery",99,"DT","home",30,2020110808,2859,"left",19,3.42
66.06,29.38,2.19,"None","Jerry Tillery",99,"DT","home",31,2020110808,2859,"left",20,3.19
65.87,29.34,1.91,"None","Jerry Tillery",99,"DT","home",32,2020110808,2859,"left",21,2.91
65.7,29.29,1.67,"None","Jerry Tillery",99,"DT","home",33,2020110808,2859,"left",22,2.67
65.56,29.23,1.4,"punt","Jerry Tillery",99,"DT","home",34,2020110808,2859,"left",23,2.4
65.47,29.16,1.16,"None","Jerry Tillery",99,"DT","home",35,2020110808,2859,"left",24,2.16
65.4,29.06,1.07,"None","Jerry Tillery",99,"DT","home",36,2020110808,2859,"left",25,2.07
71.18,31.65,0,"ball_snap","Nasir Adderley",24,"FS","home",11,2020110808,2859,"left",0,1
71.17,31.65,0,"None","Nasir Adderley",24,"FS","home",12,2020110808,2859,"left",1,1
71.16,31.66,0,"None","Nasir Adderley",24,"FS","home",13,2020110808,2859,"left",2,1
71.16,31.66,0,"None","Nasir Adderley",24,"FS","home",14,2020110808,2859,"left",3,1
71.15,31.66,0,"None","Nasir Adderley",24,"FS","home",15,2020110808,2859,"left",4,1
71.15,31.66,0.11,"None","Nasir Adderley",24,"FS","home",16,2020110808,2859,"left",5,1.11
71.13,31.66,0.25,"None","Nasir Adderley",24,"FS","home",17,2020110808,2859,"left",6,1.25
71.09,31.66,0.44,"None","Nasir Adderley",24,"FS","home",18,2020110808,2859,"left",7,1.44
71.04,31.65,0.63,"None","Nasir Adderley",24,"FS","home",19,2020110808,2859,"left",8,1.63
70.96,31.64,0.83,"None","Nasir Adderley",24,"FS","home",20,2020110808,2859,"left",9,1.83
70.87,31.61,1.01,"None","Nasir Adderley",24,"FS","home",21,2020110808,2859,"left",10,2.01
70.76,31.58,1.17,"None","Nasir Adderley",24,"FS","home",22,2020110808,2859,"left",11,2.17
70.64,31.54,1.38,"None","Nasir Adderley",24,"FS","home",23,2020110808,2859,"left",12,2.38
70.49,31.5,1.57,"None","Nasir Adderley",24,"FS","home",24,2020110808,2859,"left",13,2.57
70.34,31.46,1.73,"None","Nasir Adderley",24,"FS","home",25,2020110808,2859,"left",14,2.73
70.16,31.41,1.86,"None","Nasir Adderley",24,"FS","home",26,2020110808,2859,"left",15,2.86
69.97,31.37,1.99,"None","Nasir Adderley",24,"FS","home",27,2020110808,2859,"left",16,2.99
69.77,31.34,2.13,"None","Nasir Adderley",24,"FS","home",28,2020110808,2859,"left",17,3.13
69.55,31.31,2.22,"None","Nasir Adderley",24,"FS","home",29,2020110808,2859,"left",18,3.22
69.33,31.29,2.26,"None","Nasir Adderley",24,"FS","home",30,2020110808,2859,"left",19,3.26
69.1,31.28,2.26,"None","Nasir Adderley",24,"FS","home",31,2020110808,2859,"left",20,3.26
68.88,31.27,2.25,"None","Nasir Adderley",24,"FS","home",32,2020110808,2859,"left",21,3.25
68.66,31.28,2.16,"None","Nasir Adderley",24,"FS","home",33,2020110808,2859,"left",22,3.16
68.45,31.31,2.07,"punt","Nasir Adderley",24,"FS","home",34,2020110808,2859,"left",23,3.07
68.26,31.36,1.86,"None","Nasir Adderley",24,"FS","home",35,2020110808,2859,"left",24,2.86
68.1,31.43,1.69,"None","Nasir Adderley",24,"FS","home",36,2020110808,2859,"left",25,2.69
64.57,30.99,0,"ball_snap","Foster Moreau",87,"TE","away",11,2020110808,2859,"left",0,1
64.57,30.99,0,"None","Foster Moreau",87,"TE","away",12,2020110808,2859,"left",1,1
64.57,30.99,0,"None","Foster Moreau",87,"TE","away",13,2020110808,2859,"left",2,1
64.57,30.99,0,"None","Foster Moreau",87,"TE","away",14,2020110808,2859,"left",3,1
64.55,30.99,0.01,"None","Foster Moreau",87,"TE","away",15,2020110808,2859,"left",4,1.01
64.55,30.99,0.15,"None","Foster Moreau",87,"TE","away",16,2020110808,2859,"left",5,1.15
64.52,30.99,0.42,"None","Foster Moreau",87,"TE","away",17,2020110808,2859,"left",6,1.42
64.46,31,0.77,"None","Foster Moreau",87,"TE","away",18,2020110808,2859,"left",7,1.77
64.37,31.02,1.08,"None","Foster Moreau",87,"TE","away",19,2020110808,2859,"left",8,2.08
64.25,31.05,1.31,"None","Foster Moreau",87,"TE","away",20,2020110808,2859,"left",9,2.31
64.12,31.09,1.48,"None","Foster Moreau",87,"TE","away",21,2020110808,2859,"left",10,2.48
63.97,31.14,1.64,"None","Foster Moreau",87,"TE","away",22,2020110808,2859,"left",11,2.64
63.83,31.19,1.57,"None","Foster Moreau",87,"TE","away",23,2020110808,2859,"left",12,2.57
63.69,31.25,1.51,"None","Foster Moreau",87,"TE","away",24,2020110808,2859,"left",13,2.51
63.56,31.31,1.42,"None","Foster Moreau",87,"TE","away",25,2020110808,2859,"left",14,2.42
63.44,31.38,1.33,"None","Foster Moreau",87,"TE","away",26,2020110808,2859,"left",15,2.33
63.34,31.47,1.27,"None","Foster Moreau",87,"TE","away",27,2020110808,2859,"left",16,2.27
63.25,31.55,1.15,"None","Foster Moreau",87,"TE","away",28,2020110808,2859,"left",17,2.15
63.2,31.64,1,"None","Foster Moreau",87,"TE","away",29,2020110808,2859,"left",18,2
63.18,31.73,0.87,"None","Foster Moreau",87,"TE","away",30,2020110808,2859,"left",19,1.87
63.2,31.81,0.89,"None","Foster Moreau",87,"TE","away",31,2020110808,2859,"left",20,1.89
63.25,31.9,1.07,"None","Foster Moreau",87,"TE","away",32,2020110808,2859,"left",21,2.07
63.33,31.98,1.23,"None","Foster Moreau",87,"TE","away",33,2020110808,2859,"left",22,2.23
63.45,32.07,1.56,"punt","Foster Moreau",87,"TE","away",34,2020110808,2859,"left",23,2.56
63.61,32.17,1.94,"None","Foster Moreau",87,"TE","away",35,2020110808,2859,"left",24,2.94
63.81,32.29,2.41,"None","Foster Moreau",87,"TE","away",36,2020110808,2859,"left",25,3.41
67.55,47.03,0,"ball_snap","Keisean Nixon",22,"CB","away",11,2020110808,2859,"left",0,1
67.55,47.02,0,"None","Keisean Nixon",22,"CB","away",12,2020110808,2859,"left",1,1
67.55,47.02,0,"None","Keisean Nixon",22,"CB","away",13,2020110808,2859,"left",2,1
67.56,47.02,0,"None","Keisean Nixon",22,"CB","away",14,2020110808,2859,"left",3,1
67.56,47.02,0.01,"None","Keisean Nixon",22,"CB","away",15,2020110808,2859,"left",4,1.01
67.57,47.02,0.12,"None","Keisean Nixon",22,"CB","away",16,2020110808,2859,"left",5,1.12
67.59,47.02,0.32,"None","Keisean Nixon",22,"CB","away",17,2020110808,2859,"left",6,1.32
67.66,47.04,0.74,"None","Keisean Nixon",22,"CB","away",18,2020110808,2859,"left",7,1.74
67.79,47.1,1.4,"None","Keisean Nixon",22,"CB","away",19,2020110808,2859,"left",8,2.4
67.96,47.18,2.03,"None","Keisean Nixon",22,"CB","away",20,2020110808,2859,"left",9,3.03
68.18,47.31,2.77,"None","Keisean Nixon",22,"CB","away",21,2020110808,2859,"left",10,3.77
68.46,47.48,3.45,"None","Keisean Nixon",22,"CB","away",22,2020110808,2859,"left",11,4.45
68.79,47.68,4.08,"None","Keisean Nixon",22,"CB","away",23,2020110808,2859,"left",12,5.08
69.16,47.92,4.69,"None","Keisean Nixon",22,"CB","away",24,2020110808,2859,"left",13,5.69
69.57,48.18,5.1,"None","Keisean Nixon",22,"CB","away",25,2020110808,2859,"left",14,6.1
70.03,48.46,5.56,"None","Keisean Nixon",22,"CB","away",26,2020110808,2859,"left",15,6.56
70.54,48.76,6,"None","Keisean Nixon",22,"CB","away",27,2020110808,2859,"left",16,7
71.08,49.07,6.43,"None","Keisean Nixon",22,"CB","away",28,2020110808,2859,"left",17,7.43
71.67,49.37,6.75,"None","Keisean Nixon",22,"CB","away",29,2020110808,2859,"left",18,7.75
72.29,49.68,7,"None","Keisean Nixon",22,"CB","away",30,2020110808,2859,"left",19,8
72.95,49.99,7.26,"None","Keisean Nixon",22,"CB","away",31,2020110808,2859,"left",20,8.26
73.63,50.28,7.46,"None","Keisean Nixon",22,"CB","away",32,2020110808,2859,"left",21,8.46
74.33,50.56,7.57,"None","Keisean Nixon",22,"CB","away",33,2020110808,2859,"left",22,8.57
75.07,50.83,7.8,"punt","Keisean Nixon",22,"CB","away",34,2020110808,2859,"left",23,8.8
75.85,51.07,8.07,"None","Keisean Nixon",22,"CB","away",35,2020110808,2859,"left",24,9.07
76.65,51.31,8.29,"None","Keisean Nixon",22,"CB","away",36,2020110808,2859,"left",25,9.29
53.49,28.22,0,"ball_snap","A.J. Cole",6,"P","away",11,2020110808,2859,"left",0,1
53.49,28.22,0,"None","A.J. Cole",6,"P","away",12,2020110808,2859,"left",1,1
53.5,28.22,0,"None","A.J. Cole",6,"P","away",13,2020110808,2859,"left",2,1
53.5,28.22,0,"None","A.J. Cole",6,"P","away",14,2020110808,2859,"left",3,1
53.5,28.22,0.01,"None","A.J. Cole",6,"P","away",15,2020110808,2859,"left",4,1.01
53.5,28.22,0.06,"None","A.J. Cole",6,"P","away",16,2020110808,2859,"left",5,1.06
53.52,28.24,0.23,"None","A.J. Cole",6,"P","away",17,2020110808,2859,"left",6,1.23
53.54,28.26,0.38,"None","A.J. Cole",6,"P","away",18,2020110808,2859,"left",7,1.38
53.58,28.3,0.61,"None","A.J. Cole",6,"P","away",19,2020110808,2859,"left",8,1.61
53.64,28.35,0.84,"None","A.J. Cole",6,"P","away",20,2020110808,2859,"left",9,1.84
53.72,28.41,1.06,"None","A.J. Cole",6,"P","away",21,2020110808,2859,"left",10,2.06
53.82,28.48,1.27,"None","A.J. Cole",6,"P","away",22,2020110808,2859,"left",11,2.27
53.95,28.55,1.49,"None","A.J. Cole",6,"P","away",23,2020110808,2859,"left",12,2.49
54.09,28.62,1.68,"None","A.J. Cole",6,"P","away",24,2020110808,2859,"left",13,2.68
54.26,28.69,1.9,"None","A.J. Cole",6,"P","away",25,2020110808,2859,"left",14,2.9
54.45,28.76,2.07,"None","A.J. Cole",6,"P","away",26,2020110808,2859,"left",15,3.07
54.67,28.81,2.31,"None","A.J. Cole",6,"P","away",27,2020110808,2859,"left",16,3.31
54.91,28.85,2.5,"None","A.J. Cole",6,"P","away",28,2020110808,2859,"left",17,3.5
55.16,28.89,2.65,"None","A.J. Cole",6,"P","away",29,2020110808,2859,"left",18,3.65
55.43,28.92,2.77,"None","A.J. Cole",6,"P","away",30,2020110808,2859,"left",19,3.77
55.71,28.94,2.79,"None","A.J. Cole",6,"P","away",31,2020110808,2859,"left",20,3.79
55.99,28.96,2.8,"None","A.J. Cole",6,"P","away",32,2020110808,2859,"left",21,3.8
56.26,28.97,2.74,"None","A.J. Cole",6,"P","away",33,2020110808,2859,"left",22,3.74
56.52,28.98,2.57,"punt","A.J. Cole",6,"P","away",34,2020110808,2859,"left",23,3.57
56.77,28.97,2.43,"None","A.J. Cole",6,"P","away",35,2020110808,2859,"left",24,3.43
56.99,28.97,2.16,"None","A.J. Cole",6,"P","away",36,2020110808,2859,"left",25,3.16
70.13,28.82,0,"ball_snap","Kenneth Murray",56,"OLB","home",11,2020110808,2859,"left",0,1
70.13,28.82,0,"None","Kenneth Murray",56,"OLB","home",12,2020110808,2859,"left",1,1
70.12,28.82,0,"None","Kenneth Murray",56,"OLB","home",13,2020110808,2859,"left",2,1
70.12,28.82,0,"None","Kenneth Murray",56,"OLB","home",14,2020110808,2859,"left",3,1
70.12,28.82,0.01,"None","Kenneth Murray",56,"OLB","home",15,2020110808,2859,"left",4,1.01
70.11,28.82,0.08,"None","Kenneth Murray",56,"OLB","home",16,2020110808,2859,"left",5,1.08
70.1,28.82,0.16,"None","Kenneth Murray",56,"OLB","home",17,2020110808,2859,"left",6,1.16
70.08,28.81,0.29,"None","Kenneth Murray",56,"OLB","home",18,2020110808,2859,"left",7,1.29
70.04,28.8,0.45,"None","Kenneth Murray",56,"OLB","home",19,2020110808,2859,"left",8,1.45
69.98,28.79,0.59,"None","Kenneth Murray",56,"OLB","home",20,2020110808,2859,"left",9,1.59
69.92,28.78,0.71,"None","Kenneth Murray",56,"OLB","home",21,2020110808,2859,"left",10,1.71
69.84,28.77,0.86,"None","Kenneth Murray",56,"OLB","home",22,2020110808,2859,"left",11,1.86
69.74,28.77,1.02,"None","Kenneth Murray",56,"OLB","home",23,2020110808,2859,"left",12,2.02
69.62,28.76,1.2,"None","Kenneth Murray",56,"OLB","home",24,2020110808,2859,"left",13,2.2
69.5,28.75,1.33,"None","Kenneth Murray",56,"OLB","home",25,2020110808,2859,"left",14,2.33
69.36,28.75,1.42,"None","Kenneth Murray",56,"OLB","home",26,2020110808,2859,"left",15,2.42
69.21,28.75,1.5,"None","Kenneth Murray",56,"OLB","home",27,2020110808,2859,"left",16,2.5
69.06,28.75,1.56,"None","Kenneth Murray",56,"OLB","home",28,2020110808,2859,"left",17,2.56
68.9,28.76,1.59,"None","Kenneth Murray",56,"OLB","home",29,2020110808,2859,"left",18,2.59
68.74,28.77,1.59,"None","Kenneth Murray",56,"OLB","home",30,2020110808,2859,"left",19,2.59
68.59,28.79,1.58,"None","Kenneth Murray",56,"OLB","home",31,2020110808,2859,"left",20,2.58
68.44,28.81,1.48,"None","Kenneth Murray",56,"OLB","home",32,2020110808,2859,"left",21,2.48
68.31,28.84,1.3,"None","Kenneth Murray",56,"OLB","home",33,2020110808,2859,"left",22,2.3
68.19,28.86,1.15,"punt","Kenneth Murray",56,"OLB","home",34,2020110808,2859,"left",23,2.15
68.09,28.88,0.98,"None","Kenneth Murray",56,"OLB","home",35,2020110808,2859,"left",24,1.98
68.01,28.9,0.76,"None","Kenneth Murray",56,"OLB","home",36,2020110808,2859,"left",25,1.76
71.51,24.49,0,"ball_snap","Alohi Gilman",32,"SS","home",11,2020110808,2859,"left",0,1
71.51,24.48,0,"None","Alohi Gilman",32,"SS","home",12,2020110808,2859,"left",1,1
71.51,24.48,0,"None","Alohi Gilman",32,"SS","home",13,2020110808,2859,"left",2,1
71.51,24.47,0,"None","Alohi Gilman",32,"SS","home",14,2020110808,2859,"left",3,1
71.51,24.46,0.02,"None","Alohi Gilman",32,"SS","home",15,2020110808,2859,"left",4,1.02
71.51,24.46,0.09,"None","Alohi Gilman",32,"SS","home",16,2020110808,2859,"left",5,1.09
71.51,24.44,0.24,"None","Alohi Gilman",32,"SS","home",17,2020110808,2859,"left",6,1.24
71.51,24.41,0.37,"None","Alohi Gilman",32,"SS","home",18,2020110808,2859,"left",7,1.37
71.51,24.37,0.47,"None","Alohi Gilman",32,"SS","home",19,2020110808,2859,"left",8,1.47
71.5,24.32,0.57,"None","Alohi Gilman",32,"SS","home",20,2020110808,2859,"left",9,1.57
71.5,24.27,0.57,"None","Alohi Gilman",32,"SS","home",21,2020110808,2859,"left",10,1.57
71.5,24.22,0.56,"None","Alohi Gilman",32,"SS","home",22,2020110808,2859,"left",11,1.56
71.5,24.17,0.51,"None","Alohi Gilman",32,"SS","home",23,2020110808,2859,"left",12,1.51
71.5,24.11,0.53,"None","Alohi Gilman",32,"SS","home",24,2020110808,2859,"left",13,1.53
71.51,24.06,0.52,"None","Alohi Gilman",32,"SS","home",25,2020110808,2859,"left",14,1.52
71.53,24.01,0.52,"None","Alohi Gilman",32,"SS","home",26,2020110808,2859,"left",15,1.52
71.55,23.96,0.57,"None","Alohi Gilman",32,"SS","home",27,2020110808,2859,"left",16,1.57
71.59,23.91,0.63,"None","Alohi Gilman",32,"SS","home",28,2020110808,2859,"left",17,1.63
71.63,23.86,0.73,"None","Alohi Gilman",32,"SS","home",29,2020110808,2859,"left",18,1.73
71.69,23.8,0.86,"None","Alohi Gilman",32,"SS","home",30,2020110808,2859,"left",19,1.86
71.76,23.73,0.95,"None","Alohi Gilman",32,"SS","home",31,2020110808,2859,"left",20,1.95
71.83,23.66,1.06,"None","Alohi Gilman",32,"SS","home",32,2020110808,2859,"left",21,2.06
71.91,23.59,1.14,"None","Alohi Gilman",32,"SS","home",33,2020110808,2859,"left",22,2.14
72,23.5,1.21,"punt","Alohi Gilman",32,"SS","home",34,2020110808,2859,"left",23,2.21
72.09,23.42,1.28,"None","Alohi Gilman",32,"SS","home",35,2020110808,2859,"left",24,2.28
72.19,23.33,1.34,"None","Alohi Gilman",32,"SS","home",36,2020110808,2859,"left",25,2.34
100.26,27.84,0,"ball_snap","K.J. Hill",84,"WR","home",11,2020110808,2859,"left",0,1
100.25,27.84,0,"None","K.J. Hill",84,"WR","home",12,2020110808,2859,"left",1,1
100.25,27.84,0,"None","K.J. Hill",84,"WR","home",13,2020110808,2859,"left",2,1
